City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,hearst,49.6835,-83.6665,-12.86,83,100,5.42,CA,1670092431
365,bubaque,11.2833,-15.8333,26.17,63,6,4.61,GW,1670092432
366,husavik,66.0449,-17.3389,1.4,85,85,4.79,IS,1670092433
367,caravelas,-17.7125,-39.2481,23.19,92,100,3.63,BR,1670092433
368,lancut,50.0687,22.2291,3.08,92,100,4.63,PL,1670092434
369,desaguadero,-16.5656,-69.0417,14.8,23,5,6.42,PE,1670092434
370,jurm,36.8648,70.8342,2.31,65,100,2.3,AF,1670092435
371,grand gaube,-20.0064,57.6608,24.22,72,100,1.34,MU,1670092343
372,kongolo,-5.3833,27.0,21.59,95,100,1.4,CD,1670092437
373,batsfjord,70.6345,29.7185,-3.04,93,65,8.23,NO,1670092437
374,souillac,-20.5167,57.5167,24.21,78,40,1.54,MU,1670092438
375,ancud,-41.8697,-73.8203,14.46,77,74,5.68,CL,1670092368
376,pierre,44.3683,-100.351,-5.49,63,0,2.57,US,1670092197
377,fredericton,45.9454,-66.6656,12.13,94,100,7.72,CA,1670092228
378,fallon,39.4735,-118.7774,0.81,59,40,2.57,US,1670092350
379,yeppoon,-23.1333,150.7333,17.88,78,8,6.01,AU,1670092440
380,fortuna,40.5982,-124.1573,12.42,64,0,11.32,US,1670092440
381,ponta do sol,32.6667,-17.1,17.35,80,47,5.32,PT,1670092320
382,aguie,13.506,7.7786,27.34,20,7,3.78,NE,1670092441
383,osmena,10.5208,119.9258,27.59,82,79,5.78,PH,1670092442
384,sankeshwar,16.2667,74.4833,24.39,61,100,1.88,IN,1670092443
385,quatre cocos,-20.2078,57.7625,24.06,71,100,3.86,MU,1670092444
386,wagar,16.1525,36.2032,26.38,50,0,6.58,SD,1670092444
387,phalaborwa,-23.943,31.1411,26.6,71,47,6.75,ZA,1670092445
388,itacarambi,-15.1022,-44.0919,22.93,74,100,0.34,BR,1670092446
389,luena,-11.7833,19.9167,19.52,73,48,2.04,AO,1670092446
390,grenchen,47.1921,7.3959,3.83,91,100,4.12,CH,1670092447
391,lata,40.1629,-8.3327,14.34,81,98,0.85,PT,1670092448
392,cabuyaro,4.2817,-72.794,31.01,53,77,3.91,CO,1670092449
393,te anau,-45.4167,167.7167,8.59,89,100,2.44,NZ,1670092156
394,voyvozh,62.892,54.9635,-19.44,100,100,1.06,RU,1670092451
395,narsaq,60.9167,-46.05,-0.88,84,3,1.93,GL,1670092452
396,honningsvag,70.9821,25.9704,-2.14,74,7,8.23,NO,1670092453
397,road town,18.4167,-64.6167,29.02,65,40,3.09,VG,1670092170
398,naze,28.3667,129.4833,20.51,82,100,4.7,JP,1670092454
399,asau,46.4333,26.4,-1.49,94,99,1.04,RO,1670092455
400,san patricio,28.017,-97.5169,24.93,84,100,2.66,US,1670092456
401,nebug,44.1714,39.0036,7.76,79,100,3.49,RU,1670092456
402,nyurba,63.2842,118.3319,-23.29,100,100,1.27,RU,1670092397
403,margate,51.3813,1.3862,6.5,78,100,1.79,GB,1670092261
404,acajutla,13.5928,-89.8275,30.21,57,7,2.66,SV,1670092458
405,jati,24.3539,68.2671,21.88,55,0,2.95,PK,1670092459
406,faanui,-16.4833,-151.75,26.77,77,81,8.5,PF,1670092460
407,saint george,37.1041,-113.5841,11.35,46,0,0.0,US,1670092329
408,coos bay,43.3665,-124.2179,8.97,79,20,3.09,US,1670091851
409,malapag,7.1333,124.8167,22.86,93,100,0.93,PH,1670092461
410,aktau,43.65,51.2,-9.68,48,4,7.3,KZ,1670092462
411,nogliki,51.8333,143.1667,-17.31,89,100,5.11,RU,1670092462
412,kloulklubed,7.0419,134.2556,26.28,77,90,6.85,PW,1670092463
413,coari,-4.085,-63.1414,31.0,52,98,1.48,BR,1670092464
414,portland,45.5234,-122.6762,6.23,60,40,6.17,US,1670091837
415,jalu,29.0331,21.5482,16.6,34,4,3.9,LY,1670092465
416,taft,31.7471,54.2088,8.97,43,0,2.06,IR,1670092465
417,pinotepa nacional,16.3167,-98.0167,32.94,35,0,2.48,MX,1670092466
418,braganca,-1.0536,-46.7656,29.56,57,98,2.8,BR,1670091870
419,winterswijk,51.9725,6.7194,1.0,80,100,4.85,NL,1670092468
420,rexburg,43.826,-111.7897,-7.32,57,0,2.06,US,1670092468
421,saint-joseph,-21.3667,55.6167,24.21,80,6,3.38,RE,1670092469
422,villazon,-22.0866,-65.5942,16.9,22,74,5.85,BO,1670092470
423,khash,28.2211,61.2158,8.88,41,0,1.86,IR,1670092470
424,sinnamary,5.3833,-52.95,25.19,86,94,2.65,GF,1670092471
425,vallenar,-28.5708,-70.7581,28.78,27,0,5.19,CL,1670092472
426,simpang,-1.2667,104.0833,23.37,97,100,0.6,ID,1670092245
427,rockland,41.1668,-74.0496,13.13,93,100,2.24,US,1670092475
428,bilma,18.6853,12.9164,25.26,18,59,3.74,NE,1670092476
429,neiafu,-18.65,-173.9833,23.38,100,75,0.0,TO,1670092476
430,qurayyat,31.3318,37.3428,14.1,54,0,1.03,SA,1670092477
431,kolokani,13.5728,-8.0339,29.3,34,90,2.97,ML,1670092478
432,conde,-7.2597,-34.9075,28.7,61,40,7.2,BR,1670092271
433,mulchen,-37.7167,-72.2333,26.92,27,77,1.69,CL,1670092479
434,turochak,52.2576,87.1224,-23.61,100,43,0.99,RU,1670092480
435,santa lucia,27.9117,-15.5407,15.42,94,75,3.09,ES,1670091703
436,capitao poco,-1.7464,-47.0594,28.4,64,100,2.39,BR,1670092481
437,amapa,1.0,-52.0,29.38,60,100,2.95,BR,1670092482
438,yerbogachen,61.2767,108.0108,-19.07,96,100,4.28,RU,1670092483
439,batagay-alyta,67.8006,130.4114,-23.42,92,100,2.04,RU,1670092483
440,veraval,20.9,70.3667,23.3,63,7,2.19,IN,1670092257
441,boshnyakovo,49.6333,142.1667,-10.98,76,100,6.8,RU,1670092484
442,ixtapa,20.7,-105.2,27.57,61,0,3.09,MX,1670092485
443,mindelo,16.8901,-24.9804,24.75,53,40,5.66,CV,1670092475
444,bowen,-20.0167,148.2333,21.21,79,5,4.21,AU,1670092486
445,flinders,-34.5833,150.8552,16.88,79,0,2.64,AU,1670092487
446,mulege,26.8833,-111.9833,24.8,51,11,4.08,MX,1670092488
447,balta,47.9355,29.6198,-1.27,79,76,3.44,UA,1670092489
448,kostelec na hane,49.514,17.0582,5.91,100,100,2.87,CZ,1670092489
449,mubi,10.2676,13.2644,26.56,25,5,2.46,NG,1670092490
450,kavaratti,10.5669,72.642,27.91,73,83,3.52,IN,1670092491
451,morondava,-20.2833,44.2833,26.62,78,6,4.28,MG,1670092492
452,atar,20.5169,-13.0499,22.22,15,0,2.49,MR,1670092310
453,mae sai,20.4335,99.8762,18.98,97,76,0.79,TH,1670092493
454,batangafo,7.3008,18.2833,26.89,27,76,2.14,CF,1670092494
455,vila do maio,15.1333,-23.2167,25.44,60,100,3.92,CV,1670092494
456,westport,41.1415,-73.3579,13.9,88,100,12.35,US,1670092348
457,antofagasta,-23.65,-70.4,19.6,65,10,4.74,CL,1670092495
458,pecanha,-18.5486,-42.5569,19.15,94,100,2.65,BR,1670092496
459,zabaykalsk,49.6333,117.3167,-21.83,90,10,5.69,RU,1670092391
460,ha tinh,18.3333,105.9,19.78,91,100,2.61,VN,1670092497
461,dryden,49.7833,-92.7503,-16.84,78,75,6.17,CA,1670092224
462,turinsk,58.0458,63.696,-18.9,90,36,2.21,RU,1670092498
463,fossombrone,43.6908,12.8127,9.86,96,100,0.87,IT,1670092499
464,ardesen,41.1911,40.9875,13.02,86,100,3.86,TR,1670092500
465,jacksonville,30.3322,-81.6556,28.91,60,40,2.57,US,1670092264
466,panama city,8.9936,-79.5197,31.83,57,20,7.2,PA,1670092501
467,nanton,50.3501,-113.7687,-0.97,70,16,2.24,CA,1670092226
468,port keats,-14.25,129.55,27.84,66,100,3.46,AU,1670092502
469,mangan,27.5167,88.5333,14.52,52,1,2.44,IN,1670092305
470,mykolayivka,47.5414,30.7561,-0.06,73,69,3.81,UA,1670092503
471,puerto padre,21.195,-76.6028,28.21,61,30,7.91,CU,1670092504
472,saint-pierre,-21.3393,55.4781,24.82,69,100,5.14,RE,1670092505
473,kalasin,16.5,103.5,23.92,99,100,2.45,TH,1670092506
474,upington,-28.4478,21.2561,26.21,12,0,1.54,ZA,1670092507
475,jackson,42.4165,-122.8345,6.03,72,0,0.89,US,1670092226
476,khandyga,62.6667,135.6,-40.63,100,98,1.16,RU,1670092508
477,margherita,27.2833,95.6833,16.14,75,0,0.95,IN,1670092509
478,kaputa,-8.4689,29.6619,21.93,79,83,1.48,ZM,1670092510
479,tocopilla,-22.092,-70.1979,21.79,61,21,4.32,CL,1670092511
480,tandalti,13.0167,31.8667,27.53,29,6,4.85,SD,1670092511
481,aykhal,66.0,111.5,-18.03,99,100,3.72,RU,1670092512
482,warwick,41.7001,-71.4162,14.14,87,100,12.86,US,1670092245
483,vichy,46.25,3.5833,3.5,93,100,1.89,FR,1670092513
484,tolaga bay,-38.3667,178.3,14.19,65,17,0.78,NZ,1670092514
485,shestakovo,56.4915,103.96,-16.92,94,100,2.69,RU,1670092515
486,iskateley,67.6803,53.1512,-12.15,95,49,3.29,RU,1670092516
487,chumikan,54.7183,135.315,-26.34,83,24,8.36,RU,1670092516
488,hami,42.8,93.45,-6.51,41,6,1.98,CN,1670092517
489,najran,17.4924,44.1277,18.36,42,0,0.96,SA,1670092518
490,altamont,42.2068,-121.7372,2.09,80,20,3.09,US,1670092518
491,dolores,-36.3132,-57.6792,26.17,37,3,3.05,AR,1670092371
492,paita,-5.0892,-81.1144,23.12,69,72,8.34,PE,1670092281
493,akyab,20.15,92.9,23.64,80,0,3.14,MM,1670092453
494,tobol,52.6844,62.5794,-20.54,88,5,3.26,KZ,1670092520
495,tyrma,50.0833,132.1667,-33.1,100,62,1.23,RU,1670092521
496,zeya,53.75,127.2667,-33.02,96,67,0.75,RU,1670092390
497,doha,25.2867,51.5333,24.99,67,0,3.09,QA,1670092196
498,sao pedro do sul,-29.6206,-54.1789,30.36,75,84,2.68,BR,1670092052
499,cairns,-16.9167,145.7667,23.97,87,10,2.57,AU,1670092229
500,udgir,18.3833,77.1167,21.63,67,26,2.54,IN,1670092523
501,boa vista,2.8197,-60.6733,30.99,55,40,4.12,BR,1670092387
502,san cristobal,7.7669,-72.225,23.1,69,84,1.3,VE,1670092366
503,baculin,7.4525,126.5842,25.1,86,98,3.27,PH,1670092524
504,malakal,9.5334,31.6605,29.96,26,94,2.36,SS,1670092526
505,la ronge,55.1001,-105.2842,-17.86,78,100,4.63,CA,1670092228
506,shubarkuduk,49.1447,56.4872,-13.44,74,6,5.71,KZ,1670092527
507,broome,42.2506,-75.833,11.96,87,100,7.72,US,1670092528
508,luderitz,-26.6481,15.1594,17.11,66,8,9.92,NA,1670092529
509,keti bandar,24.1447,67.4497,23.57,60,0,2.53,PK,1670092529
510,fare,-16.7,-151.0167,26.76,76,80,7.8,PF,1670092531
511,calvia,39.5657,2.5062,11.07,69,13,1.81,ES,1670092531
512,duzce,40.8389,31.1639,10.71,94,98,1.22,TR,1670092532
513,barcelos,41.5388,-8.6151,10.51,73,0,1.36,PT,1670092533
514,ikornnes,62.3873,6.557,3.2,84,21,1.34,NO,1670092533
515,roseburg,43.2165,-123.3417,5.28,79,0,0.0,US,1670092515
516,vicuna,-30.0319,-70.7081,32.09,32,0,5.08,CL,1670092325
517,ashta,23.0167,76.7167,17.73,50,64,2.1,IN,1670092040
518,oranjestad,12.524,-70.027,29.97,66,40,7.72,AW,1670092309
519,sovetskiy,61.3614,63.5842,-12.05,89,100,2.94,RU,1670092537
520,tokur,53.1333,132.9,-34.39,100,100,1.14,RU,1670092538
521,la union,-5.4,-80.75,30.43,39,100,7.22,PE,1670092539
522,linares,-35.85,-71.6,31.71,18,48,4.07,CL,1670092198
523,la arena,-5.3466,-80.7109,30.7,38,99,7.37,PE,1670092540
524,praia da vitoria,38.7333,-27.0667,14.31,82,75,15.07,PT,1670092442
525,kindu,-2.95,25.95,21.24,97,100,0.32,CD,1670092541
526,acatlan,20.15,-98.45,16.92,65,27,4.98,MX,1670092541
527,constitucion,-35.3333,-72.4167,20.42,67,34,8.54,CL,1670092542
528,mandalgovi,45.7625,106.2708,-16.0,45,0,3.11,MN,1670092543
529,baturaja,-4.1333,104.1667,23.12,95,100,0.7,ID,1670092543
530,zhireken,52.8249,117.3076,-30.69,97,23,0.94,RU,1670092544
531,mersing,2.4312,103.8405,24.95,94,20,1.54,MY,1670092545
532,kailua,21.4022,-157.7394,24.71,86,64,0.89,US,1670092322
533,bago,17.3367,96.4797,23.89,85,45,2.26,MM,1670092325
534,ferrol,43.4832,-8.2369,10.71,73,81,4.37,ES,1670092547
535,nikki,9.9401,3.2108,28.42,29,15,2.08,BJ,1670092547
536,gualeguay,-33.1416,-59.3097,34.39,12,4,1.41,AR,1670092548
537,fort nelson,58.8053,-122.7002,-18.23,78,75,2.06,CA,1670092549
538,colesberg,-30.72,25.0972,21.57,16,12,5.04,ZA,1670092550
539,genhe,50.7833,121.5167,-36.49,100,36,0.65,CN,1670092506
540,balsas,-7.5325,-46.0356,26.92,76,99,1.84,BR,1670092551
541,erzin,36.9559,36.2,15.29,67,100,1.38,TR,1670092551
542,tiarei,-17.5333,-149.3333,29.01,80,55,8.87,PF,1670092552
543,petropavlovsk-kamchatskiy,53.0452,158.6483,-18.67,85,40,4.0,RU,1670092553
544,ibra,22.6906,58.5334,19.41,72,0,0.69,OM,1670092554
545,chau doc,10.7,105.1167,23.13,93,100,2.17,VN,1670092554
546,pombas,17.1503,-25.0201,23.88,58,9,2.56,CV,1670092555
547,henties bay,-22.116,14.2845,15.04,84,0,3.84,NA,1670092526
548,san policarpo,12.1791,125.5072,26.77,85,98,5.1,PH,1670092556
549,winneba,5.3511,-0.6231,25.94,84,16,3.78,GH,1670092557
550,hatillo,18.4863,-66.8254,29.62,71,0,4.47,PR,1670092557
551,livingston,55.9029,-3.5226,4.94,87,75,1.03,GB,1670092558
552,bose,45.4612,8.0137,5.11,94,100,0.87,IT,1670092558
553,hamilton,39.1834,-84.5333,8.69,53,0,8.23,US,1670092083
554,fairbanks,64.8378,-147.7164,-3.84,88,100,3.09,US,1670091976
555,champerico,14.3,-91.9167,33.3,68,0,2.58,GT,1670092338
556,nouakchott,18.0858,-15.9785,22.96,54,100,3.93,MR,1670092560
557,geraldton,-28.7667,114.6,20.23,83,100,5.66,AU,1670092323
558,piacabucu,-10.4056,-36.4344,26.75,72,100,5.25,BR,1670092562
559,alenquer,-1.9417,-54.7383,31.32,54,94,1.64,BR,1670092562
560,falkenberg,56.9055,12.4912,1.25,80,97,5.82,SE,1670092563
561,rosia de secas,46.05,23.8833,6.02,88,92,0.73,RO,1670092564
562,chingirlau,51.095,54.0814,-12.25,70,0,3.26,KZ,1670092565
563,baldwin,30.7505,-87.7667,26.29,78,100,2.08,US,1670092534
564,sola,-13.8833,167.55,27.57,76,100,5.34,VU,1670091982
565,tiznit,29.5833,-9.5,14.66,71,2,1.76,MA,1670092566
566,bayan,46.0833,127.4,-20.46,91,15,3.98,CN,1670092567
567,sioux lookout,50.1001,-91.917,-16.96,71,100,5.14,CA,1670092568
568,abha,18.2164,42.5053,14.9,82,0,2.06,SA,1670092297
569,galle,6.0367,80.217,24.77,86,98,1.1,LK,1670092569
570,maniitsoq,65.4167,-52.9,-1.46,65,100,10.23,GL,1670092569
571,kollam,8.8833,76.6,25.88,81,100,2.02,IN,1670092570
572,tarko-sale,64.9225,77.785,-13.57,97,95,4.3,RU,1670092571
573,andros town,24.7,-77.7667,25.98,55,12,9.08,BS,1670092571
